"Project";"Task";"Note";"Start date & time";"End date & time";"Start date";"Start time";"End date";"End time";"Duration";"Duration in hours";"Tags";
"Развлечения";"Интернет";"";"13 мар. 2021 г. 13:29:03";"13 мар. 2021 г. 13:48:09";"13 мар. 2021 г.";"13:29:03";"13 мар. 2021 г.";"13:48:09";"0:19";"0,32";"";
"Уход за семьей";"Готовка";"";"13 мар. 2021 г. 13:48:09";"13 мар. 2021 г. 13:51:10";"13 мар. 2021 г.";"13:48:09";"13 мар. 2021 г.";"13:51:10";"0:03";"0,05";"";
"Здоровье";"Еда";"";"13 мар. 2021 г. 13:51:10";"13 мар. 2021 г. 14:05:14";"13 мар. 2021 г.";"13:51:10";"13 мар. 2021 г.";"14:05:14";"0:14";"0,23";"";
"Здоровье";"Гигиена";"";"13 мар. 2021 г. 14:05:14";"13 мар. 2021 г. 14:07:22";"13 мар. 2021 г.";"14:05:14";"13 мар. 2021 г.";"14:07:22";"0:02";"0,04";"";
"Учёба";"Data science";"";"13 мар. 2021 г. 14:07:22";"13 мар. 2021 г. 14:34:16";"13 мар. 2021 г.";"14:07:22";"13 мар. 2021 г.";"14:34:16";"0:26";"0,45";"Домашнее задание";
"Учёба";"Data science";"";"13 мар. 2021 г. 14:34:19";"13 мар. 2021 г. 15:07:10";"13 мар. 2021 г.";"14:34:19";"13 мар. 2021 г.";"15:07:10";"0:32";"0,55";"";
"Общение";"Семья";"";"13 мар. 2021 г. 15:07:10";"13 мар. 2021 г. 15:11:44";"13 мар. 2021 г.";"15:07:10";"13 мар. 2021 г.";"15:11:44";"0:04";"0,08";"";
"Учёба";"Data science";"";"13 мар. 2021 г. 15:11:44";"13 мар. 2021 г. 15:16:48";"13 мар. 2021 г.";"15:11:44";"13 мар. 2021 г.";"15:16:48";"0:05";"0,08";"";
"Развлечения";"Интернет";"";"13 мар. 2021 г. 15:16:48";"13 мар. 2021 г. 16:11:15";"13 мар. 2021 г.";"15:16:48";"13 мар. 2021 г.";"16:11:15";"0:54";"0,91";"";
"Учёба";"Математика";"";"13 мар. 2021 г. 16:11:15";"13 мар. 2021 г. 17:08:17";"13 мар. 2021 г.";"16:11:15";"13 мар. 2021 г.";"17:08:17";"0:57";"0,95";"Видео";
"Уход за семьей";"Организация";"";"13 мар. 2021 г. 17:08:17";"13 мар. 2021 г. 17:10:21";"13 мар. 2021 г.";"17:08:17";"13 мар. 2021 г.";"17:10:21";"0:02";"0,03";"";
"Общение";"Семья";"";"13 мар. 2021 г. 17:10:21";"13 мар. 2021 г. 17:22:43";"13 мар. 2021 г.";"17:10:21";"13 мар. 2021 г.";"17:22:43";"0:12";"0,21";"";
"Здоровье";"Еда";"";"13 мар. 2021 г. 17:22:43";"13 мар. 2021 г. 17:34:47";"13 мар. 2021 г.";"17:22:43";"13 мар. 2021 г.";"17:34:47";"0:12";"0,2";"";
"Уход за семьей";"Организация";"";"13 мар. 2021 г. 17:34:47";"13 мар. 2021 г. 17:37:54";"13 мар. 2021 г.";"17:34:47";"13 мар. 2021 г.";"17:37:54";"0:03";"0,05";"";
"Общение";"Семья";"";"13 мар. 2021 г. 17:37:54";"13 мар. 2021 г. 17:48:02";"13 мар. 2021 г.";"17:37:54";"13 мар. 2021 г.";"17:48:02";"0:10";"0,17";"";
"Уход за семьей";"Готовка";"";"13 мар. 2021 г. 17:48:02";"13 мар. 2021 г. 17:52:09";"13 мар. 2021 г.";"17:48:02";"13 мар. 2021 г.";"17:52:09";"0:04";"0,07";"";
"Здоровье";"Гигиена";"";"13 мар. 2021 г. 17:52:09";"13 мар. 2021 г. 17:53:51";"13 мар. 2021 г.";"17:52:09";"13 мар. 2021 г.";"17:53:51";"0:01";"0,03";"";
"Уход за семьей";"Организация";"";"13 мар. 2021 г. 17:53:51";"13 мар. 2021 г. 17:54:55";"13 мар. 2021 г.";"17:53:51";"13 мар. 2021 г.";"17:54:55";"0:01";"0,02";"";
"Учёба";"Математика";"";"13 мар. 2021 г. 17:54:55";"13 мар. 2021 г. 18:12:18";"13 мар. 2021 г.";"17:54:55";"13 мар. 2021 г.";"18:12:18";"0:17";"0,29";"Видео";
"Развлечения";"Интернет";"";"13 мар. 2021 г. 18:12:18";"13 мар. 2021 г. 18:26:27";"13 мар. 2021 г.";"18:12:18";"13 мар. 2021 г.";"18:26:27";"0:14";"0,24";"";
"Учёба";"Математика";"";"13 мар. 2021 г. 18:26:27";"13 мар. 2021 г. 18:41:47";"13 мар. 2021 г.";"18:26:27";"13 мар. 2021 г.";"18:41:47";"0:15";"0,26";"Видео";
"Общение";"Семья";"";"13 мар. 2021 г. 18:41:47";"13 мар. 2021 г. 19:06:21";"13 мар. 2021 г.";"18:41:47";"13 мар. 2021 г.";"19:06:21";"0:24";"0,41";"Папа";
"Общение";"Животные";"";"13 мар. 2021 г. 19:06:21";"13 мар. 2021 г. 19:11:10";"13 мар. 2021 г.";"19:06:21";"13 мар. 2021 г.";"19:11:10";"0:04";"0,08";"";
"Общение";"Семья";"";"13 мар. 2021 г. 19:11:10";"13 мар. 2021 г. 19:14:26";"13 мар. 2021 г.";"19:11:10";"13 мар. 2021 г.";"19:14:26";"0:03";"0,05";"Папа";
"Развлечения";"Игры";"";"13 мар. 2021 г. 19:14:26";"13 мар. 2021 г. 20:04:09";"13 мар. 2021 г.";"19:14:26";"13 мар. 2021 г.";"20:04:09";"0:49";"0,83";"";
"Здоровье";"Еда";"";"13 мар. 2021 г. 20:04:09";"13 мар. 2021 г. 20:22:50";"13 мар. 2021 г.";"20:04:09";"13 мар. 2021 г.";"20:22:50";"0:18";"0,31";"";
"Развлечения";"Игры";"";"13 мар. 2021 г. 20:22:50";"13 мар. 2021 г. 20:58:13";"13 мар. 2021 г.";"20:22:50";"13 мар. 2021 г.";"20:58:13";"0:35";"0,59";"";
"Общение";"Семья";"";"13 мар. 2021 г. 20:58:13";"13 мар. 2021 г. 21:03:34";"13 мар. 2021 г.";"20:58:13";"13 мар. 2021 г.";"21:03:34";"0:05";"0,09";"";
"Развлечения";"Игры";"";"13 мар. 2021 г. 21:03:34";"13 мар. 2021 г. 22:19:41";"13 мар. 2021 г.";"21:03:34";"13 мар. 2021 г.";"22:19:41";"1:16";"1,27";"";
"Развлечения";"Интернет";"";"13 мар. 2021 г. 22:19:41";"13 мар. 2021 г. 23:30:00";"13 мар. 2021 г.";"22:19:41";"13 мар. 2021 г.";"23:30:00";"1:10";"1,17";"";
"Уход за семьей";"Кошка";"";"13 мар. 2021 г. 23:30:00";"13 мар. 2021 г. 23:32:00";"13 мар. 2021 г.";"23:30:00";"13 мар. 2021 г.";"23:32:00";"0:02";"0,03";"";
"Здоровье";"Гигиена";"";"13 мар. 2021 г. 23:32:00";"13 мар. 2021 г. 23:35:00";"13 мар. 2021 г.";"23:32:00";"13 мар. 2021 г.";"23:35:00";"0:03";"0,05";"";
"Прочее";"Сборы";"";"13 мар. 2021 г. 23:35:59";"13 мар. 2021 г. 23:42:35";"13 мар. 2021 г.";"23:35:59";"13 мар. 2021 г.";"23:42:35";"0:06";"0,11";"";
"Развлечения";"Интернет";"";"13 мар. 2021 г. 23:42:35";"13 мар. 2021 г. 23:44:39";"13 мар. 2021 г.";"23:42:35";"13 мар. 2021 г.";"23:44:39";"0:02";"0,03";"";
"Общение";"Животные";"";"13 мар. 2021 г. 23:44:39";"13 мар. 2021 г. 23:49:41";"13 мар. 2021 г.";"23:44:39";"13 мар. 2021 г.";"23:49:41";"0:05";"0,08";"";
"Развлечения";"Интернет";"";"13 мар. 2021 г. 23:49:41";"14 мар. 2021 г. 00:13:54";"13 мар. 2021 г.";"23:49:41";"14 мар. 2021 г.";"00:13:54";"0:24";"0,4";"";
"Сон";"";"";"14 мар. 2021 г. 00:13:54";"14 мар. 2021 г. 06:55:57";"14 мар. 2021 г.";"00:13:54";"14 мар. 2021 г.";"06:55:57";"6:42";"6,7";"";
"Развлечения";"Интернет";"";"14 мар. 2021 г. 06:55:57";"14 мар. 2021 г. 09:26:24";"14 мар. 2021 г.";"06:55:57";"14 мар. 2021 г.";"09:26:24";"2:30";"2,51";"";
"Развлечения";"Игры";"";"14 мар. 2021 г. 09:26:24";"14 мар. 2021 г. 10:42:15";"14 мар. 2021 г.";"09:26:24";"14 мар. 2021 г.";"10:42:15";"1:15";"1,26";"";
"Общение";"Животные";"";"14 мар. 2021 г. 10:42:15";"14 мар. 2021 г. 10:49:19";"14 мар. 2021 г.";"10:42:15";"14 мар. 2021 г.";"10:49:19";"0:07";"0,12";"";
"Здоровье";"Гигиена";"";"14 мар. 2021 г. 10:49:19";"14 мар. 2021 г. 10:50:54";"14 мар. 2021 г.";"10:49:19";"14 мар. 2021 г.";"10:50:54";"0:01";"0,03";"";
"Здоровье";"Еда";"";"14 мар. 2021 г. 10:50:54";"14 мар. 2021 г. 11:11:27";"14 мар. 2021 г.";"10:50:54";"14 мар. 2021 г.";"11:11:27";"0:20";"0,34";"";
"Уход за семьей";"Кошка";"";"14 мар. 2021 г. 11:11:27";"14 мар. 2021 г. 11:14:52";"14 мар. 2021 г.";"11:11:27";"14 мар. 2021 г.";"11:14:52";"0:03";"0,06";"";
"Общение";"Семья";"";"14 мар. 2021 г. 11:14:52";"14 мар. 2021 г. 11:20:30";"14 мар. 2021 г.";"11:14:52";"14 мар. 2021 г.";"11:20:30";"0:05";"0,09";"";
"Здоровье";"Гигиена";"";"14 мар. 2021 г. 11:20:30";"14 мар. 2021 г. 11:21:38";"14 мар. 2021 г.";"11:20:30";"14 мар. 2021 г.";"11:21:38";"0:01";"0,02";"";
"Общение";"Друзья";"";"14 мар. 2021 г. 11:21:38";"14 мар. 2021 г. 11:25:03";"14 мар. 2021 г.";"11:21:38";"14 мар. 2021 г.";"11:25:03";"0:03";"0,06";"";
"Развлечения";"Интернет";"";"14 мар. 2021 г. 11:25:03";"14 мар. 2021 г. 11:59:17";"14 мар. 2021 г.";"11:25:03";"14 мар. 2021 г.";"11:59:17";"0:34";"0,57";"";
"Общение";"Животные";"";"14 мар. 2021 г. 11:59:17";"14 мар. 2021 г. 12:03:22";"14 мар. 2021 г.";"11:59:17";"14 мар. 2021 г.";"12:03:22";"0:04";"0,07";"";
"Развлечения";"Интернет";"";"14 мар. 2021 г. 12:03:22";"14 мар. 2021 г. 12:27:20";"14 мар. 2021 г.";"12:03:22";"14 мар. 2021 г.";"12:27:20";"0:23";"0,4";"";
"Прочее";"Сборы";"";"14 мар. 2021 г. 12:27:20";"14 мар. 2021 г. 12:29:21";"14 мар. 2021 г.";"12:27:20";"14 мар. 2021 г.";"12:29:21";"0:02";"0,03";"";
"Развлечения";"ТВ";"";"14 мар. 2021 г. 12:29:21";"14 мар. 2021 г. 12:40:25";"14 мар. 2021 г.";"12:29:21";"14 мар. 2021 г.";"12:40:25";"0:11";"0,18";"";
"Развлечения";"Интернет";"";"14 мар. 2021 г. 12:40:25";"14 мар. 2021 г. 12:46:39";"14 мар. 2021 г.";"12:40:25";"14 мар. 2021 г.";"12:46:39";"0:06";"0,1";"";
"Общение";"Друзья";"";"14 мар. 2021 г. 12:46:39";"14 мар. 2021 г. 12:49:16";"14 мар. 2021 г.";"12:46:39";"14 мар. 2021 г.";"12:49:16";"0:02";"0,04";"";
"Развлечения";"Интернет";"";"14 мар. 2021 г. 12:49:16";"14 мар. 2021 г. 13:03:31";"14 мар. 2021 г.";"12:49:16";"14 мар. 2021 г.";"13:03:31";"0:14";"0,24";"";
"Прочее";"Сборы";"";"14 мар. 2021 г. 13:03:31";"14 мар. 2021 г. 13:06:18";"14 мар. 2021 г.";"13:03:31";"14 мар. 2021 г.";"13:06:18";"0:02";"0,05";"";
"Уход за семьей";"Готовка";"";"14 мар. 2021 г. 13:06:18";"14 мар. 2021 г. 13:24:20";"14 мар. 2021 г.";"13:06:18";"14 мар. 2021 г.";"13:24:20";"0:18";"0,3";"";
"Развлечения";"Интернет";"";"14 мар. 2021 г. 13:24:20";"14 мар. 2021 г. 13:42:50";"14 мар. 2021 г.";"13:24:20";"14 мар. 2021 г.";"13:42:50";"0:18";"0,31";"";
"Общение";"Животные";"";"14 мар. 2021 г. 13:42:50";"14 мар. 2021 г. 13:45:56";"14 мар. 2021 г.";"13:42:50";"14 мар. 2021 г.";"13:45:56";"0:03";"0,05";"";
"Уход за семьей";"Готовка";"";"14 мар. 2021 г. 13:45:56";"14 мар. 2021 г. 13:47:11";"14 мар. 2021 г.";"13:45:56";"14 мар. 2021 г.";"13:47:11";"0:01";"0,02";"";
"Развлечения";"Интернет";"";"14 мар. 2021 г. 13:47:11";"14 мар. 2021 г. 13:57:35";"14 мар. 2021 г.";"13:47:11";"14 мар. 2021 г.";"13:57:35";"0:10";"0,17";"";
"Уход за семьей";"Готовка";"";"14 мар. 2021 г. 13:57:35";"14 мар. 2021 г. 14:02:55";"14 мар. 2021 г.";"13:57:35";"14 мар. 2021 г.";"14:02:55";"0:05";"0,09";"";
"Здоровье";"Еда";"";"14 мар. 2021 г. 14:02:55";"14 мар. 2021 г. 14:15:29";"14 мар. 2021 г.";"14:02:55";"14 мар. 2021 г.";"14:15:29";"0:12";"0,21";"";
"Развлечения";"Интернет";"";"14 мар. 2021 г. 14:15:29";"14 мар. 2021 г. 15:42:20";"14 мар. 2021 г.";"14:15:29";"14 мар. 2021 г.";"15:42:20";"1:26";"1,45";"";
"Здоровье";"Еда";"";"14 мар. 2021 г. 15:42:20";"14 мар. 2021 г. 15:51:10";"14 мар. 2021 г.";"15:42:20";"14 мар. 2021 г.";"15:51:10";"0:08";"0,15";"";
"Развлечения";"ТВ";"";"14 мар. 2021 г. 15:51:10";"14 мар. 2021 г. 15:59:31";"14 мар. 2021 г.";"15:51:10";"14 мар. 2021 г.";"15:59:31";"0:08";"0,14";"";
"Развлечения";"Интернет";"";"14 мар. 2021 г. 15:59:31";"14 мар. 2021 г. 17:21:59";"14 мар. 2021 г.";"15:59:31";"14 мар. 2021 г.";"17:21:59";"1:22";"1,37";"";
"Здоровье";"Гигиена";"";"14 мар. 2021 г. 17:21:59";"14 мар. 2021 г. 17:25:00";"14 мар. 2021 г.";"17:21:59";"14 мар. 2021 г.";"17:25:00";"0:03";"0,05";"";
"Развлечения";"Игры";"";"14 мар. 2021 г. 17:25:00";"14 мар. 2021 г. 18:02:10";"14 мар. 2021 г.";"17:25:00";"14 мар. 2021 г.";"18:02:10";"0:37";"0,62";"";
"Общение";"Животные";"";"14 мар. 2021 г. 18:02:10";"14 мар. 2021 г. 18:12:00";"14 мар. 2021 г.";"18:02:10";"14 мар. 2021 г.";"18:12:00";"0:09";"0,16";"";
"Прочее";"Сборы";"";"14 мар. 2021 г. 18:12:00";"14 мар. 2021 г. 18:15:12";"14 мар. 2021 г.";"18:12:00";"14 мар. 2021 г.";"18:15:12";"0:03";"0,05";"";
"Учёба";"Data science";"";"14 мар. 2021 г. 18:15:12";"14 мар. 2021 г. 18:21:14";"14 мар. 2021 г.";"18:15:12";"14 мар. 2021 г.";"18:21:14";"0:06";"0,1";"Домашнее задание";
"Развлечения";"Интернет";"";"14 мар. 2021 г. 18:21:14";"14 мар. 2021 г. 19:04:41";"14 мар. 2021 г.";"18:21:14";"14 мар. 2021 г.";"19:04:41";"0:43";"0,72";"";
"Развлечения";"Игры";"";"14 мар. 2021 г. 19:04:41";"14 мар. 2021 г. 19:08:35";"14 мар. 2021 г.";"19:04:41";"14 мар. 2021 г.";"19:08:35";"0:03";"0,06";"";
"Здоровье";"Еда";"";"14 мар. 2021 г. 19:08:35";"14 мар. 2021 г. 19:22:57";"14 мар. 2021 г.";"19:08:35";"14 мар. 2021 г.";"19:22:57";"0:14";"0,24";"";
"Общение";"Животные";"";"14 мар. 2021 г. 19:22:57";"14 мар. 2021 г. 19:35:01";"14 мар. 2021 г.";"19:22:57";"14 мар. 2021 г.";"19:35:01";"0:12";"0,2";"";
"Развлечения";"Игры";"";"14 мар. 2021 г. 19:35:01";"14 мар. 2021 г. 19:42:21";"14 мар. 2021 г.";"19:35:01";"14 мар. 2021 г.";"19:42:21";"0:07";"0,12";"";
"Здоровье";"Гигиена";"";"14 мар. 2021 г. 19:42:21";"14 мар. 2021 г. 19:45:49";"14 мар. 2021 г.";"19:42:21";"14 мар. 2021 г.";"19:45:49";"0:03";"0,06";"";
"Развлечения";"Игры";"";"14 мар. 2021 г. 19:45:49";"14 мар. 2021 г. 22:27:29";"14 мар. 2021 г.";"19:45:49";"14 мар. 2021 г.";"22:27:29";"2:41";"2,69";"";
"Общение";"Друзья";"";"14 мар. 2021 г. 22:27:29";"14 мар. 2021 г. 22:30:01";"14 мар. 2021 г.";"22:27:29";"14 мар. 2021 г.";"22:30:01";"0:02";"0,04";"";
"Развлечения";"Игры";"";"14 мар. 2021 г. 22:30:01";"14 мар. 2021 г. 22:56:22";"14 мар. 2021 г.";"22:30:01";"14 мар. 2021 г.";"22:56:22";"0:26";"0,44";"";
"Общение";"Друзья";"";"14 мар. 2021 г. 22:56:22";"14 мар. 2021 г. 22:57:26";"14 мар. 2021 г.";"22:56:22";"14 мар. 2021 г.";"22:57:26";"0:01";"0,02";"";
"Общение";"Семья";"";"14 мар. 2021 г. 22:57:26";"14 мар. 2021 г. 23:03:33";"14 мар. 2021 г.";"22:57:26";"14 мар. 2021 г.";"23:03:33";"0:06";"0,1";"";
"Здоровье";"Гигиена";"";"14 мар. 2021 г. 23:03:33";"14 мар. 2021 г. 23:22:09";"14 мар. 2021 г.";"23:03:33";"14 мар. 2021 г.";"23:22:09";"0:18";"0,31";"";
"Прочее";"Сборы";"";"14 мар. 2021 г. 23:22:09";"14 мар. 2021 г. 23:24:55";"14 мар. 2021 г.";"23:22:09";"14 мар. 2021 г.";"23:24:55";"0:02";"0,05";"";
"Общение";"Друзья";"";"14 мар. 2021 г. 23:24:55";"14 мар. 2021 г. 23:33:16";"14 мар. 2021 г.";"23:24:55";"14 мар. 2021 г.";"23:33:16";"0:08";"0,14";"";
"Развлечения";"Интернет";"";"14 мар. 2021 г. 23:33:16";"15 мар. 2021 г. 00:27:56";"14 мар. 2021 г.";"23:33:16";"15 мар. 2021 г.";"00:27:56";"0:54";"0,91";"";
"Сон";"";"";"15 мар. 2021 г. 00:27:56";"15 мар. 2021 г. 06:54:08";"15 мар. 2021 г.";"00:27:56";"15 мар. 2021 г.";"06:54:08";"6:26";"6,44";"";
"Уход за семьей";"Организация";"";"15 мар. 2021 г. 06:54:08";"15 мар. 2021 г. 06:57:00";"15 мар. 2021 г.";"06:54:08";"15 мар. 2021 г.";"06:57:00";"0:02";"0,05";"";
"Сон";"";"";"15 мар. 2021 г. 06:57:00";"15 мар. 2021 г. 07:16:02";"15 мар. 2021 г.";"06:57:00";"15 мар. 2021 г.";"07:16:02";"0:19";"0,32";"";
"Развлечения";"Интернет";"";"15 мар. 2021 г. 07:16:02";"15 мар. 2021 г. 07:47:28";"15 мар. 2021 г.";"07:16:02";"15 мар. 2021 г.";"07:47:28";"0:31";"0,52";"";
"Развитие";"Расслабление";"";"15 мар. 2021 г. 07:47:28";"15 мар. 2021 г. 07:50:29";"15 мар. 2021 г.";"07:47:28";"15 мар. 2021 г.";"07:50:29";"0:03";"0,05";"";
"Уход за семьей";"Организация";"";"15 мар. 2021 г. 07:50:29";"15 мар. 2021 г. 07:52:33";"15 мар. 2021 г.";"07:50:29";"15 мар. 2021 г.";"07:52:33";"0:02";"0,03";"";
"Прочее";"Сборы";"";"15 мар. 2021 г. 07:52:33";"15 мар. 2021 г. 07:59:38";"15 мар. 2021 г.";"07:52:33";"15 мар. 2021 г.";"07:59:38";"0:07";"0,12";"";
"Здоровье";"Физическая активность";"";"15 мар. 2021 г. 07:59:38";"15 мар. 2021 г. 08:04:13";"15 мар. 2021 г.";"07:59:38";"15 мар. 2021 г.";"08:04:13";"0:04";"0,08";"Йога";
"Здоровье";"Физическая активность";"";"15 мар. 2021 г. 08:04:15";"15 мар. 2021 г. 08:12:48";"15 мар. 2021 г.";"08:04:15";"15 мар. 2021 г.";"08:12:48";"0:08";"0,14";"Фитнес";
"Прочее";"Сборы";"";"15 мар. 2021 г. 08:12:48";"15 мар. 2021 г. 08:15:50";"15 мар. 2021 г.";"08:12:48";"15 мар. 2021 г.";"08:15:50";"0:03";"0,05";"";
"Здоровье";"Гигиена";"";"15 мар. 2021 г. 08:15:50";"15 мар. 2021 г. 08:21:41";"15 мар. 2021 г.";"08:15:50";"15 мар. 2021 г.";"08:21:41";"0:05";"0,1";"";
"Развитие";"Медитация";"";"15 мар. 2021 г. 08:21:41";"15 мар. 2021 г. 08:34:52";"15 мар. 2021 г.";"08:21:41";"15 мар. 2021 г.";"08:34:52";"0:13";"0,22";"";
"Уход за семьей";"Готовка";"";"15 мар. 2021 г. 08:34:52";"15 мар. 2021 г. 08:43:06";"15 мар. 2021 г.";"08:34:52";"15 мар. 2021 г.";"08:43:06";"0:08";"0,14";"";
"Здоровье";"Еда";"";"15 мар. 2021 г. 08:43:06";"15 мар. 2021 г. 08:59:16";"15 мар. 2021 г.";"08:43:06";"15 мар. 2021 г.";"08:59:16";"0:16";"0,27";"";
"Уход за семьей";"Уборка / стирка";"";"15 мар. 2021 г. 08:59:16";"15 мар. 2021 г. 09:04:17";"15 мар. 2021 г.";"08:59:16";"15 мар. 2021 г.";"09:04:17";"0:05";"0,08";"";
"Общение";"Животные";"";"15 мар. 2021 г. 09:04:17";"15 мар. 2021 г. 09:09:18";"15 мар. 2021 г.";"09:04:17";"15 мар. 2021 г.";"09:09:18";"0:05";"0,08";"";
"Прочее";"Сборы";"";"15 мар. 2021 г. 09:09:18";"15 мар. 2021 г. 09:11:24";"15 мар. 2021 г.";"09:09:18";"15 мар. 2021 г.";"09:11:24";"0:02";"0,04";"";
"Развитие";"Дневник";"";"15 мар. 2021 г. 09:11:24";"15 мар. 2021 г. 09:21:34";"15 мар. 2021 г.";"09:11:24";"15 мар. 2021 г.";"09:21:34";"0:10";"0,17";"Дневник";
"Уход за семьей";"Организация";"";"15 мар. 2021 г. 09:21:34";"15 мар. 2021 г. 09:25:19";"15 мар. 2021 г.";"09:21:34";"15 мар. 2021 г.";"09:25:19";"0:03";"0,06";"";
"Учёба";"Data science";"";"15 мар. 2021 г. 09:25:19";"15 мар. 2021 г. 10:57:13";"15 мар. 2021 г.";"09:25:19";"15 мар. 2021 г.";"10:57:13";"1:31";"1,53";"График Любищева|Проект";
"Общение";"Семья";"";"15 мар. 2021 г. 10:57:13";"15 мар. 2021 г. 10:58:25";"15 мар. 2021 г.";"10:57:13";"15 мар. 2021 г.";"10:58:25";"0:01";"0,02";"";
